vehicle,arm,episode,Sharpe,Martin,MaxDD,Turnover/yr,TrackRMSE,group,Return,peak,trough,react_day,DD_before_reaction,days_peak_to_trough,w_at_peak,panel
P1 QQQ,D_shock_on_C_80,A_bull_2021,0.6402911111609658,,-0.06331497389332608,,,calm_controls,0.05527636385765944,2021-09-07,2021-10-04,2021-09-21,-0.040466160501913984,20.0,0.9021405292950566,P1
P1 QQQ,D_shock_on_C_80,D_recent_2025plus,0.44867944664751697,,-0.07492246072163056,,,calm_controls,0.1433096972319381,2025-10-08,2026-03-30,2025-10-13,-0.03588194740816131,119.0,1.0,P1
P1 XLK,incumbent,FULL,0.6720370446330262,1.7875989344048528,-0.10402299929382008,2.4437465596755,0.014812689700703778,,,,,,,,,P1
P1 XLK,incumbent,E_bear_2018q4,-1.6996622843557891,,-0.08102905160478135,,,modern_folds,-0.057270633432647156,2018-10-03,2018-10-25,2018-10-11,-0.07737836973857959,17.0,0.9564556916733313,P1
P1 XLK,incumbent,X_2020_covid,0.8118594838138966,,-0.10043399640404382,,,modern_folds,0.07495577729199576,2020-02-19,2020-04-21,2020-03-03,-0.071492964162582,44.0,0.5568350131476418,P1
P1 XLK,incumbent,B_bear_2022,-1.2647380048313601,,-0.026844950354008912,,,modern_folds,-0.01075179716798036,2022-01-03,2022-01-14,2022-01-14,-0.026844950354008912,10.0,0.3839446473676471,P1
P1 XLK,incumbent,E2007_09_gfc,-0.6712873808996835,,-0.09043304874667868,,,market_factor_A0_calendar,-0.031236710497428044,2007-10-31,2008-01-08,2007-12-04,-0.05856422214703361,47.0,0.6843870950367977,P1
P1 XLK,incumbent,E2011_eu_us,-0.6015558381200493,,-0.086149147916594,,,market_factor_A0_calendar,-0.04602944883913174,2011-05-10,2011-08-19,2011-08-05,-0.06386458096983605,72.0,0.8486942843485389,P1
P1 XLK,incumbent,E2015_16_china,-0.9003554739405594,,-0.03129490077790931,,,market_factor_A0_calendar,-0.02151077018918346,2015-06-01,2015-11-13,2015-06-18,-0.018401570194817807,118.0,0.7030202570194131,P1
P1 XLK,incumbent,K2013_14_bull,1.2128684165200925,,-0.04683684640869379,,,calm_controls,0.21063036142009417,2013-05-17,2013-06-24,,-0.04683684640869379,26.0,0.830002835933788,P1
P1 XLK,incumbent,A_bull_2021,1.0949058543282344,,-0.05519270765022144,,,calm_controls,0.1134693683461816,2021-08-30,2021-11-01,2021-10-05,-0.05378346854327454,45.0,0.8520227928601892,P1
P1 XLK,incumbent,D_recent_2025plus,1.040708264035397,,-0.0746694195846681,,,calm_controls,0.25946698754542363,2025-10-29,2026-03-30,,-0.0746694195846681,104.0,0.49196394793002896,P1
P1 XLK,C_85,FULL,0.6666661877035721,1.8054340051353783,-0.10392158867094536,3.7496003663610558,0.012244472424734799,,,,,,,,,P1
P1 XLK,C_85,E_bear_2018q4,-1.7821034746139657,,-0.07999471653532042,,,modern_folds,-0.05624610553753495,2018-10-03,2018-10-25,2018-10-11,-0.07135527150602106,17.0,0.8552745746861284,P1
P1 XLK,C_85,X_2020_covid,0.9281518505230437,,-0.08513452479181616,,,modern_folds,0.07910288995080594,2020-02-19,2020-04-21,2020-02-28,-0.06288583895611932,44.0,0.536413523423854,P1
P1 XLK,C_85,B_bear_2022,-1.2325866000404935,,-0.027170298333787923,,,modern_folds,-0.010745290760675319,2022-01-03,2022-01-14,2022-01-14,-0.027170298333787923,10.0,0.4203525600372332,P1
P1 XLK,C_85,E2007_09_gfc,-0.6793672169893787,,-0.08354589757793185,,,market_factor_A0_calendar,-0.027729809092300717,2007-10-31,2008-01-08,2007-12-04,-0.05210946404939243,47.0,0.6564933363677028,P1
P1 XLK,C_85,E2011_eu_us,-0.5131962186407328,,-0.07872264098686232,,,market_factor_A0_calendar,-0.037728656842238695,2011-05-10,2011-08-19,2011-08-05,-0.05895283205330215,72.0,0.7812240069394453,P1
P1 XLK,C_85,E2015_16_china,-0.9352708112643286,,-0.031453874961378525,,,market_factor_A0_calendar,-0.02220927720225796,2015-06-01,2015-11-13,2015-06-18,-0.018922884102275384,118.0,0.6031420348693999,P1
P1 XLK,C_85,K2013_14_bull,1.182337740444171,,-0.04416380303186351,,,calm_controls,0.195276537489812,2013-05-17,2013-06-24,,-0.04416380303186351,26.0,0.7885045910245084,P1
P1 XLK,C_85,A_bull_2021,0.9993196279195936,,-0.05361388431383518,,,calm_controls,0.09493455026484332,2021-08-30,2021-11-01,2021-10-05,-0.05220229029323897,45.0,0.7148097567104841,P1
P1 XLK,C_85,D_recent_2025plus,1.0374075895781503,,-0.07259193998280267,,,calm_controls,0.24969827938749378,2025-10-29,2026-03-30,,-0.07259193998280267,104.0,0.4412560686447807,P1
P1 XLK,C_80,FULL,0.680014141592441,1.8935513952518985,-0.0979675429868545,4.509980435468784,0.012309336792979124,,,,,,,,,P1
P1 XLK,C_80,E_bear_2018q4,-1.791242948343479,,-0.0766508448733575,,,modern_folds,-0.05277923567320353,2018-10-03,2018-10-25,2018-10-11,-0.06650739933828997,17.0,0.9564556916733313,P1
P1 XLK,C_80,X_2020_covid,1.0287118257455552,,-0.07897256672803998,,,modern_folds,0.0841061353933017,2020-02-19,2020-04-21,2020-02-28,-0.05808678363738773,44.0,0.5006008136892367,P1
P1 XLK,C_80,B_bear_2022,-1.2326644810658738,,-0.026396925826207118,,,modern_folds,-0.010070201405798174,2022-01-03,2022-01-14,2022-01-14,-0.026396925826207118,10.0,0.40834176157413526,P1
P1 XLK,C_80,E2007_09_gfc,-0.7079148227670228,,-0.07990347676300291,,,market_factor_A0_calendar,-0.02911179926730778,2007-10-31,2008-01-08,2007-11-09,-0.04110177501363044,47.0,0.6224326392406693,P1
P1 XLK,C_80,E2011_eu_us,-0.5911894907844263,,-0.0785169894204445,,,market_factor_A0_calendar,-0.04177815817358255,2011-05-10,2011-10-03,2011-08-05,-0.05992606483200258,102.0,0.8858676859644317,P1
P1 XLK,C_80,E2015_16_china,-0.8974072301448106,,-0.03214168795270711,,,market_factor_A0_calendar,-0.02206229615377786,2015-06-01,2015-11-13,2015-06-18,-0.018950612708189984,118.0,0.567863520026056,P1
P1 XLK,C_80,K2013_14_bull,1.183134588232967,,-0.041515374727807974,,,calm_controls,0.19074526666023095,2013-05-17,2013-06-24,,-0.041515374727807974,26.0,0.7464101465257238,P1
P1 XLK,C_80,A_bull_2021,1.0309431480877915,,-0.05112126692523067,,,calm_controls,0.09620972136531258,2021-08-30,2021-11-01,2021-09-29,-0.04281789809162395,45.0,0.8034256117424191,P1
P1 XLK,C_80,D_recent_2025plus,0.9448623622259508,,-0.07464774086032633,,,calm_controls,0.23198852585615226,2025-10-29,2026-03-30,,-0.07464774086032633,104.0,0.5119381613652756,P1
P1 XLK,buy_hold,FULL,0.674216228900642,1.2464007232707908,-0.5307414104882456,0.0,,,,,,,,,,P1
P1 XLK,buy_hold,E_bear_2018q4,-0.3663173494039166,,-0.23769100169779322,,,modern_folds,-0.055048488305762255,2018-10-03,2018-12-24,,-0.23769100169779322,57.0,1.0,P1
P1 XLK,buy_hold,X_2020_covid,1.0412301584738566,,-0.31156294927089734,,,modern_folds,0.38086802480071036,2020-02-19,2020-03-23,,-0.31156294927089734,24.0,1.0,P1
P1 XLK,buy_hold,B_bear_2022,-0.8680763438815495,,-0.33125073676765326,,,modern_folds,-0.27724892908138987,2022-01-03,2022-10-12,,-0.33125073676765326,196.0,1.0,P1
P1 XLK,buy_hold,E2007_09_gfc,-0.4335533346917815,,-0.530741410488246,,,market_factor_A0_calendar,-0.3073263558515702,2007-10-31,2008-11-20,,-0.530741410488246,268.0,1.0,P1
P1 XLK,buy_hold,E2011_eu_us,-0.08067463187592984,,-0.15894641235240703,,,market_factor_A0_calendar,-0.03561643835616479,2011-07-26,2011-08-19,,-0.15894641235240703,19.0,1.0,P1
P1 XLK,buy_hold,E2015_16_china,0.34799430521676544,,-0.1369294605809127,,,market_factor_A0_calendar,0.04249737670514042,2015-07-20,2015-08-25,,-0.1369294605809127,27.0,1.0,P1
P1 XLK,buy_hold,K2013_14_bull,1.7056844648703178,,-0.0795454545454547,,,calm_controls,0.4872637633525061,2014-09-18,2014-10-16,,-0.0795454545454547,21.0,1.0,P1
P1 XLK,buy_hold,A_bull_2021,1.6435587614712046,,-0.0920577617328523,,,calm_controls,0.34765875561257253,2021-02-12,2021-03-08,,-0.0920577617328523,16.0,1.0,P1
P1 XLK,buy_hold,D_recent_2025plus,1.0084265815832376,,-0.2565597667638485,,,calm_controls,0.6146972063161522,2025-02-19,2025-04-08,,-0.2565597667638485,35.0,1.0,P1
P1 XLK,D_shock,FULL,0.6915498873864608,1.9307416164786384,-0.10419812262844463,3.1890567687096825,,,,,,,,,,P1
P1 XLK,D_shock,E_bear_2018q4,-1.9803424920846575,,-0.08764527561235591,,,modern_folds,-0.0640579085675359,2018-10-03,2018-10-25,2018-10-11,-0.07494228933206215,17.0,0.9564556916733313,P1
P1 XLK,D_shock,X_2020_covid,1.1322930524821575,,-0.0830270604356842,,,modern_folds,0.09613450655253386,2020-02-19,2020-04-21,2020-02-25,-0.046291753329876006,44.0,0.5490234657345512,P1
P1 XLK,D_shock,B_bear_2022,-1.2647380048313601,,-0.026844950354008912,,,modern_folds,-0.01075179716798036,2022-01-03,2022-01-14,2022-01-14,-0.026844950354008912,10.0,0.3839446473676471,P1
P1 XLK,D_shock,E2007_09_gfc,-0.494661799430419,,-0.0706057276145855,,,market_factor_A0_calendar,-0.012687487057821523,2007-10-31,2008-01-08,2007-11-08,-0.031517739959916136,47.0,0.6843870950367977,P1
P1 XLK,D_shock,E2011_eu_us,-0.5410266945926728,,-0.07930056185935597,,,market_factor_A0_calendar,-0.03942730981001907,2011-05-10,2011-08-19,2011-08-05,-0.06170633219713717,72.0,0.785005344646476,P1
P1 XLK,D_shock,E2015_16_china,-0.9003554739405594,,-0.03129490077790931,,,market_factor_A0_calendar,-0.02151077018918346,2015-06-01,2015-11-13,2015-06-18,-0.018401570194817807,118.0,0.7030202570194131,P1
P1 XLK,D_shock,K2013_14_bull,1.2128684165200925,,-0.04683684640869379,,,calm_controls,0.21063036142009417,2013-05-17,2013-06-24,,-0.04683684640869379,26.0,0.830002835933788,P1
P1 XLK,D_shock,A_bull_2021,1.2467266244657071,,-0.0506838354421405,,,calm_controls,0.1264013267469306,2021-08-30,2021-11-01,2021-09-29,-0.04494908206184911,45.0,0.8520227928601892,P1
P1 XLK,D_shock,D_recent_2025plus,0.956665080465094,,-0.07502700115552363,,,calm_controls,0.24151332498601152,2025-10-29,2026-03-30,,-0.07502700115552363,104.0,0.4953245229243053,P1
P1 XLK,D_shock_on_C_85,FULL,0.672500327758109,1.921726597939001,-0.09800413819938181,4.364628781961803,,,,,,,,,,P1
P1 XLK,D_shock_on_C_85,E_bear_2018q4,-1.9204666313017127,,-0.08240068508484666,,,modern_folds,-0.058714180699037,2018-10-03,2018-10-25,2018-10-11,-0.06966808226559307,17.0,0.8552745746861284,P1
P1 XLK,D_shock_on_C_85,X_2020_covid,1.091362536991529,,-0.0796772094708641,,,modern_folds,0.0896721139211174,2020-02-19,2020-04-21,2020-02-25,-0.04396074628673896,44.0,0.536413523423854,P1
P1 XLK,D_shock_on_C_85,B_bear_2022,-1.2325866000404935,,-0.027170298333787923,,,modern_folds,-0.010745290760675319,2022-01-03,2022-01-14,2022-01-14,-0.027170298333787923,10.0,0.4203525600372332,P1
P1 XLK,D_shock_on_C_85,E2007_09_gfc,-0.5214470964935113,,-0.06746761797815692,,,market_factor_A0_calendar,-0.012823929413500745,2007-10-31,2008-01-08,2007-11-08,-0.029134738699594154,47.0,0.6564933363677028,P1
P1 XLK,D_shock_on_C_85,E2011_eu_us,-0.5080510340939869,,-0.07724409090641371,,,market_factor_A0_calendar,-0.03618431587052173,2011-05-10,2011-08-19,2011-08-05,-0.05895283205330215,72.0,0.7812240069394453,P1
P1 XLK,D_shock_on_C_85,E2015_16_china,-0.9352708112643286,,-0.031453874961378525,,,market_factor_A0_calendar,-0.02220927720225796,2015-06-01,2015-11-13,2015-06-18,-0.018922884102275384,118.0,0.6031420348693999,P1
P1 XLK,D_shock_on_C_85,K2013_14_bull,1.182337740444171,,-0.04416380303186351,,,calm_controls,0.195276537489812,2013-05-17,2013-06-24,,-0.04416380303186351,26.0,0.7885045910245084,P1
P1 XLK,D_shock_on_C_85,A_bull_2021,1.0734786968838854,,-0.050443276585207864,,,calm_controls,0.10041918704238095,2021-08-30,2021-11-01,2021-09-29,-0.04546811848139454,45.0,0.7148097567104841,P1
P1 XLK,D_shock_on_C_85,D_recent_2025plus,0.9879434620091193,,-0.07259193998280233,,,calm_controls,0.23945490439339379,2025-10-29,2026-03-30,,-0.07259193998280233,104.0,0.4412560686447807,P1
P1 XLK,D_shock_on_C_80,FULL,0.6813675816743224,1.9662007864340694,-0.09349900495847696,5.030233870293717,,,,,,,,,,P1
P1 XLK,D_shock_on_C_80,E_bear_2018q4,-1.9181623147540843,,-0.07857500259039907,,,modern_folds,-0.054753139188793654,2018-10-03,2018-10-25,2018-10-11,-0.06501150612449957,17.0,0.9564556916733313,P1
P1 XLK,D_shock_on_C_80,X_2020_covid,1.1213124596697885,,-0.07410604935976972,,,modern_folds,0.08853874106300408,2020-02-19,2020-04-21,2020-02-25,-0.04090097309653018,44.0,0.5006008136892367,P1
P1 XLK,D_shock_on_C_80,B_bear_2022,-1.2326644810658738,,-0.026396925826207118,,,modern_folds,-0.010070201405798174,2022-01-03,2022-01-14,2022-01-14,-0.026396925826207118,10.0,0.40834176157413526,P1
P1 XLK,D_shock_on_C_80,E2007_09_gfc,-0.5777754566235266,,-0.06618404561582814,,,market_factor_A0_calendar,-0.016548938164612337,2007-10-31,2008-01-08,2007-11-08,-0.02738845106656096,47.0,0.6224326392406693,P1
P1 XLK,D_shock_on_C_80,E2011_eu_us,-0.5520783856710609,,-0.07503439564982839,,,market_factor_A0_calendar,-0.038156716021205295,2011-05-10,2011-10-03,2011-08-05,-0.05992606483200258,102.0,0.8858676859644317,P1
P1 XLK,D_shock_on_C_80,E2015_16_china,-0.8974072301448106,,-0.03214168795270711,,,market_factor_A0_calendar,-0.02206229615377786,2015-06-01,2015-11-13,2015-06-18,-0.018950612708189984,118.0,0.567863520026056,P1
P1 XLK,D_shock_on_C_80,K2013_14_bull,1.183134588232967,,-0.041515374727807974,,,calm_controls,0.19074526666023095,2013-05-17,2013-06-24,,-0.041515374727807974,26.0,0.7464101465257238,P1
P1 XLK,D_shock_on_C_80,A_bull_2021,1.0309431480877915,,-0.05112126692523067,,,calm_controls,0.09620972136531258,2021-08-30,2021-11-01,2021-09-29,-0.04281789809162395,45.0,0.8034256117424191,P1
P1 XLK,D_shock_on_C_80,D_recent_2025plus,0.9188264774327211,,-0.07470112154352793,,,calm_controls,0.22584204228117177,2025-10-29,2026-03-30,,-0.07470112154352793,104.0,0.44561196735391617,P1
P1 IWM,incumbent,FULL,0.327280128351165,0.7548376856080877,-0.12598831450929304,2.0161626723634227,0.013192015620905455,,,,,,,,,P1
P1 IWM,incumbent,E_bear_2018q4,-2.307486026472011,,-0.0598945246161352,,,modern_folds,-0.043667503061823765,2018-09-04,2018-10-10,2018-10-10,-0.0598945246161352,27.0,0.9506181447391302,P1
P1 IWM,incumbent,X_2020_covid,0.6397401435772996,,-0.10692067941731764,,,modern_folds,0.0485329514157713,2020-02-20,2020-09-24,2020-02-28,-0.07305259920634333,152.0,0.6783343776582801,P1
P1 IWM,incumbent,B_bear_2022,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 IWM,incumbent,E2007_09_gfc,-0.8315488067521172,,-0.06394352137577364,,,market_factor_A0_calendar,-0.03538844640192895,2007-10-09,2009-04-20,2007-12-04,-0.055795515324498224,385.0,0.427799193186449,P1
P1 IWM,incumbent,E2011_eu_us,-1.1064367017352437,,-0.11848505831902423,,,market_factor_A0_calendar,-0.08155575343272303,2011-05-10,2011-10-03,2011-08-05,-0.0815656327479396,102.0,0.6241029293136185,P1
P1 IWM,incumbent,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 IWM,incumbent,K2013_14_bull,0.8428233186064015,,-0.05645476953842998,,,calm_controls,0.15500165155903578,2014-01-22,2014-05-15,,-0.05645476953842998,80.0,0.7735974027158198,P1
P1 IWM,incumbent,A_bull_2021,0.6241315194986374,,-0.0669952183896062,,,calm_controls,0.059353151199784016,2021-11-08,2021-12-01,,-0.0669952183896062,17.0,0.5305399087332651,P1
P1 IWM,incumbent,D_recent_2025plus,0.6850764654375553,,-0.058359906306190035,,,calm_controls,0.17281317650817196,2026-01-22,2026-03-31,2026-03-31,-0.058359906306190035,48.0,0.5958090641121628,P1
P1 IWM,C_85,FULL,0.30281976861507337,0.7312423168560702,-0.11409605044143112,2.7648770108034264,0.010591735796275736,,,,,,,,,P1
P1 IWM,C_85,E_bear_2018q4,-2.291722402009576,,-0.05688525148276535,,,modern_folds,-0.04075494731902085,2018-09-04,2018-10-10,2018-10-10,-0.05688525148276535,27.0,0.9844018631798888,P1
P1 IWM,C_85,X_2020_covid,0.7211477006041238,,-0.09158041179578436,,,modern_folds,0.04980383264772348,2020-02-20,2020-09-23,2020-02-26,-0.049494583029408346,151.0,0.746744351137052,P1
P1 IWM,C_85,B_bear_2022,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 IWM,C_85,E2007_09_gfc,-0.869292161687625,,-0.062156497622905316,,,market_factor_A0_calendar,-0.0348570004384291,2007-10-09,2009-04-20,2007-12-04,-0.05256168824996432,385.0,0.4003258900632031,P1
P1 IWM,C_85,E2011_eu_us,-1.1186322962481874,,-0.11050340900252309,,,market_factor_A0_calendar,-0.07673162477582618,2011-07-07,2011-10-03,2011-08-05,-0.07764698170998241,62.0,0.5414698689458476,P1
P1 IWM,C_85,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 IWM,C_85,K2013_14_bull,0.7846758702697537,,-0.05712722499785783,,,calm_controls,0.13618664735820651,2014-07-03,2014-08-04,2014-08-04,-0.05712722499785783,22.0,0.7989731104326168,P1
P1 IWM,C_85,A_bull_2021,0.41964857107833126,,-0.06444211592405302,,,calm_controls,0.03592914889003462,2021-11-08,2021-12-01,,-0.06444211592405302,17.0,0.4523118327360431,P1
P1 IWM,C_85,D_recent_2025plus,0.6330266903524183,,-0.05652814189251354,,,calm_controls,0.16262393372762984,2026-01-22,2026-03-31,2026-03-31,-0.05652814189251354,48.0,0.5958090641121628,P1
P1 IWM,C_80,FULL,0.2803497768972629,0.6993145096489919,-0.10864525275664316,3.2695602568360367,0.010743778711225784,,,,,,,,,P1
P1 IWM,C_80,E_bear_2018q4,-2.1967319602860464,,-0.05458855643573479,,,modern_folds,-0.03807031537044803,2018-09-04,2018-10-10,2018-10-10,-0.05458855643573479,27.0,0.9053605531611765,P1
P1 IWM,C_80,X_2020_covid,0.7119602137006843,,-0.08878933584936144,,,modern_folds,0.04784428960270781,2020-02-20,2020-09-23,2020-02-26,-0.047071305420542275,151.0,0.730873523324204,P1
P1 IWM,C_80,B_bear_2022,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 IWM,C_80,E2007_09_gfc,-0.9390305698848987,,-0.065990368548276,,,market_factor_A0_calendar,-0.03887335626878474,2007-10-09,2009-04-20,2007-12-04,-0.054210969291463296,385.0,0.3988314948366987,P1
P1 IWM,C_80,E2011_eu_us,-1.0627698122793532,,-0.10756480372574251,,,market_factor_A0_calendar,-0.0716604902520227,2011-07-07,2011-10-03,2011-08-05,-0.0745426271183599,62.0,0.5341500454610173,P1
P1 IWM,C_80,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 IWM,C_80,K2013_14_bull,0.7449007614499098,,-0.057089647526151976,,,calm_controls,0.12656410989701583,2014-07-03,2014-08-04,2014-08-04,-0.057089647526151976,22.0,0.7989731104326168,P1
P1 IWM,C_80,A_bull_2021,0.37773333370350576,,-0.06170103845056385,,,calm_controls,0.031646684990753515,2021-11-08,2021-12-01,,-0.06170103845056385,17.0,0.41785504997069883,P1
P1 IWM,C_80,D_recent_2025plus,0.5865453361457803,,-0.05390276335826483,,,calm_controls,0.15508692166884797,2026-01-22,2026-03-31,2026-03-31,-0.05390276335826483,48.0,0.5958090641121628,P1
P1 IWM,buy_hold,FULL,0.39061331030670055,0.5594176332139756,-0.590539319072009,0.0,,,,,,,,,,P1
P1 IWM,buy_hold,E_bear_2018q4,-0.9087843299031182,,-0.26480769230769297,,,modern_folds,-0.08844926611359338,2018-09-04,2018-12-24,,-0.26480769230769297,78.0,1.0,P1
P1 IWM,buy_hold,X_2020_covid,0.7555214623539769,,-0.40822480272021566,,,modern_folds,0.2386992308730258,2020-02-20,2020-03-23,,-0.40822480272021566,23.0,1.0,P1
P1 IWM,buy_hold,B_bear_2022,-0.7243614861595326,,-0.26924882629107905,,,modern_folds,-0.20485995529982237,2022-01-03,2022-06-16,,-0.26924882629107905,115.0,1.0,P1
P1 IWM,buy_hold,E2007_09_gfc,-0.3952170019946755,,-0.583958365222715,,,market_factor_A0_calendar,-0.3481409946885553,2007-10-09,2009-03-09,,-0.583958365222715,356.0,1.0,P1
P1 IWM,buy_hold,E2011_eu_us,-0.39960702986578067,,-0.2852233676975946,,,market_factor_A0_calendar,-0.13626655275523303,2011-07-07,2011-10-03,,-0.2852233676975946,62.0,1.0,P1
P1 IWM,buy_hold,E2015_16_china,-0.49804237333068313,,-0.2567664455995702,,,market_factor_A0_calendar,-0.0940737284181058,2015-06-23,2016-02-11,,-0.2567664455995702,162.0,1.0,P1
P1 IWM,buy_hold,K2013_14_bull,1.3025855424829955,,-0.126936190940088,,,calm_controls,0.45692090395479834,2014-07-03,2014-10-13,,-0.126936190940088,71.0,1.0,P1
P1 IWM,buy_hold,A_bull_2021,0.7273639609193812,,-0.1228730151786892,,,calm_controls,0.14537037037037015,2021-11-08,2021-12-20,,-0.1228730151786892,30.0,1.0,P1
P1 IWM,buy_hold,D_recent_2025plus,0.7584725113204771,,-0.23749337104472334,,,calm_controls,0.3555473848699331,2025-01-21,2025-04-08,,-0.23749337104472334,55.0,1.0,P1
P1 IWM,D_shock,FULL,0.3188414555864552,0.7133310131162279,-0.12359205032072107,2.343803496862977,,,,,,,,,,P1
P1 IWM,D_shock,E_bear_2018q4,-2.307486026472011,,-0.0598945246161352,,,modern_folds,-0.043667503061823765,2018-09-04,2018-10-10,2018-10-10,-0.0598945246161352,27.0,0.9506181447391302,P1
P1 IWM,D_shock,X_2020_covid,0.8245938171771117,,-0.08765618247024198,,,modern_folds,0.05792236459223399,2020-02-20,2020-09-24,2020-02-25,-0.042719315558270354,152.0,0.6840977694394044,P1
P1 IWM,D_shock,B_bear_2022,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 IWM,D_shock,E2007_09_gfc,-1.0077258814391385,,-0.07373022308348909,,,market_factor_A0_calendar,-0.04547369847214111,2007-10-09,2009-04-20,2007-10-22,-0.029210914289143908,385.0,0.427799193186449,P1
P1 IWM,D_shock,E2011_eu_us,-1.1123104986886105,,-0.1126831469952626,,,market_factor_A0_calendar,-0.07698798798526141,2011-05-10,2011-10-03,2011-08-05,-0.07918046530664158,102.0,0.6241029293136185,P1
P1 IWM,D_shock,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 IWM,D_shock,K2013_14_bull,0.8684952300212189,,-0.05497764800943383,,,calm_controls,0.15797660263451396,2014-03-04,2014-05-15,,-0.05497764800943383,52.0,0.6033753620662362,P1
P1 IWM,D_shock,A_bull_2021,0.7229672846851813,,-0.05751673011518699,,,calm_controls,0.06867303997293583,2021-11-08,2021-12-01,2021-11-29,-0.04767443197846566,17.0,0.5305399087332651,P1
P1 IWM,D_shock,D_recent_2025plus,0.6326745779531491,,-0.05835990630619037,,,calm_controls,0.16304136086163834,2026-01-22,2026-03-31,2026-03-31,-0.05835990630619037,48.0,0.5958090641121628,P1
P1 IWM,D_shock_on_C_85,FULL,0.3089168949784078,0.7307041225675721,-0.11887842376670654,2.9652388273994648,,,,,,,,,,P1
P1 IWM,D_shock_on_C_85,E_bear_2018q4,-2.291722402009576,,-0.05688525148276535,,,modern_folds,-0.04075494731902085,2018-09-04,2018-10-10,2018-10-10,-0.05688525148276535,27.0,0.9844018631798888,P1
P1 IWM,D_shock_on_C_85,X_2020_covid,0.9970318639886174,,-0.0771548940291591,,,modern_folds,0.0664745033773888,2020-02-20,2020-09-23,2020-02-25,-0.03802682233155863,151.0,0.746744351137052,P1
P1 IWM,D_shock_on_C_85,B_bear_2022,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 IWM,D_shock_on_C_85,E2007_09_gfc,-0.9924144332071496,,-0.06879683721829555,,,market_factor_A0_calendar,-0.041690632338589606,2007-10-09,2009-04-20,2007-10-22,-0.02874347056387694,385.0,0.4003258900632031,P1
P1 IWM,D_shock_on_C_85,E2011_eu_us,-1.0536801979249497,,-0.10598086190894995,,,market_factor_A0_calendar,-0.07075122192277383,2011-07-07,2011-10-03,2011-08-05,-0.07590860888259343,62.0,0.5414698689458476,P1
P1 IWM,D_shock_on_C_85,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 IWM,D_shock_on_C_85,K2013_14_bull,0.7989641059774678,,-0.05712722499785827,,,calm_controls,0.1377392362940808,2014-07-03,2014-08-04,2014-08-04,-0.05712722499785827,22.0,0.7989731104326168,P1
P1 IWM,D_shock_on_C_85,A_bull_2021,0.48460432766075145,,-0.05720593667378926,,,calm_controls,0.04185372943249854,2021-11-08,2021-12-01,2021-11-29,-0.04896016461628738,17.0,0.4523118327360431,P1
P1 IWM,D_shock_on_C_85,D_recent_2025plus,0.5892139804980738,,-0.056528141892514094,,,calm_controls,0.15550426871129996,2026-01-22,2026-03-31,2026-03-31,-0.056528141892514094,48.0,0.5958090641121628,P1
P1 IWM,D_shock_on_C_80,FULL,0.28411928303437123,0.7000875912147049,-0.11614379607936876,3.454837065264944,,,,,,,,,,P1
P1 IWM,D_shock_on_C_80,E_bear_2018q4,-2.1967319602860464,,-0.05458855643573479,,,modern_folds,-0.03807031537044803,2018-09-04,2018-10-10,2018-10-10,-0.05458855643573479,27.0,0.9053605531611765,P1
P1 IWM,D_shock_on_C_80,X_2020_covid,0.9631208386765235,,-0.07588760741532552,,,modern_folds,0.06268059804101034,2020-02-20,2020-09-23,2020-02-25,-0.036683646529071856,151.0,0.730873523324204,P1
P1 IWM,D_shock_on_C_80,B_bear_2022,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 IWM,D_shock_on_C_80,E2007_09_gfc,-1.0586759732947582,,-0.07219831396369925,,,market_factor_A0_calendar,-0.04526153636958119,2007-10-09,2009-04-20,2007-10-22,-0.028743381462353557,385.0,0.3988314948366987,P1
P1 IWM,D_shock_on_C_80,E2011_eu_us,-0.9758570814873869,,-0.10245581026306982,,,market_factor_A0_calendar,-0.06477333484102876,2011-07-07,2011-10-03,2011-08-05,-0.07298158755837747,62.0,0.5341500454610173,P1
P1 IWM,D_shock_on_C_80,E2015_16_china,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
